"","symbol","C51","C84","C83","C91","C34","C89","NC1","NC5","NC9","NC11","NC23","NC24"
"11851","PAPOLA",7756.17,5132.93,5171.9,5331.56,7843.64,8302.73,3269.84,3808.95,6498.17,6818.64,3410.98,7108.21
"11852","PAPOLB",0,0,0,0,0,0,0,0,0,0,0,0
"11853","PAPOLG",1031.41,553.14,715.04,659,1096.57,948.53,271.07,434.26,907.86,1019.56,437.8,743.73
"11854","PAPPA",0,0,0,4,1,0,0,0,0,0,0,2
"11855","PAPPA2",2,4,0,0,3,1,0,1,2,2,1,1
"11856","PAPSS1",1552,1827,1408,877,2599,897,453,675,1531,2822,793,1551
"11857","PAPSS2",308,113,65,89,142,134,46,92,120,230,83,105
"11858","PAQR3",1175.34,499.61,646.88,622.56,1114.28,860.31,325.5,290.8,762.04,1124.36,350.42,686.45
"11859","PAQR4",400.31,303.21,240.25,122.79,162.85,109.87,194.61,281.08,102.32,366.01,293.72,218.57
"11860","PAQR5",10.89,4,1,5.23,3.01,4.92,0,8,8.05,13.85,1,6
"11861","PAQR6",328,424,150,267,68,416,317,130,194,203,626,273
"11862","PAQR7",371.09,200.26,100.79,411.14,199.75,133.63,429.5,189.28,254.59,421.93,239.18,283.5
"11863","PAQR8",561.22,325,439.05,798,425,242.56,495.43,246.26,1101.02,708.36,356.92,500.3
"11864","PAQR9",2,0,0,2,36,0,0,0,0,3,2.08,0
"11865","PARD3",232,35,60,36,64,36,65,86,54,107,59,32
"11866","PARD3B",2,2,15,8,4,20,3,0,30,3,0,1
"11867","PARD6A",50,63,68,127,27,29,130,63,43,68,109,77
"11868","PARD6B",36.08,16.82,39.42,83.58,29.49,24.15,56.13,39.82,80.73,46.19,29.62,69.65
"11869","PARD6G",30.14,27.04,12.24,17.16,29,25.27,10.93,12.57,21.18,12.12,18.5,14.68
"11870","PARG",482,293,362,383,447,325,190,263,525,466,159,348
"11871","PARK7",4930,3410,3069,3556,2204,1779,4145,3407,3480,4381,3682,3563
"11872","PARL",1770.97,1482.96,938.29,1003.99,746,502,1989.99,1433,1193,1636.99,1482.97,1351
"11873","PARM1",70,9,50,41,104,18,35,17,48,62,26,56
"11874","PARN",1275.38,719.15,679.23,965,646.45,537,849.34,640,1241.32,927.21,658.46,930.14
"11875","PARP1",2262,1372,1366,2207,1474,771,1476,1201,3285,2040,1394,2261
"11876","PARP10",1048,2105,3840,1467,715,461,1703,3082,4080,4332,8051,2005
"11877","PARP11",377.24,201.58,671.08,190.92,247.26,185.71,115.34,184.08,494.93,387.06,234.31,216.98
"11878","PARP12",1800,2012,5612,1542,1527,965,1836,2258,4698,2954,3096,1600
"11879","PARP14",5209.58,5349.51,14037.18,3041.5,7015.11,6383.52,2754.88,4638.26,11220.97,10623.09,7641.55,3456.51
"11880","PARP15",1217.69,690.41,1547.05,1323.72,1312.36,1354.2,1045.44,812.6,2018.98,1172.16,861.86,1669.92
"11881","PARP16",317,197,208,327,199,266,396,292,438,383,229,399
"11882","PARP2",197,112,137,185,149,73,125,94,283,147,90,196
"11883","PARP3",96,113,178,126,70,96,113,148,445,258,278,150
"11884","PARP4",4351,3302,2732,1994,3315,4214,1320,2267,3205,3653,1896,2812
"11885","PARP6",1592,929,1459,1050,829,1013,1028,840,1489,1164,935,1368
"11886","PARP8",7780,4662,5143,4988,8841,10845,1701,2497,6513,6492,2933,7053
"11887","PARP9",6243.18,9147,14741.03,3700.48,7164.06,8627,2221,6446,11506.44,13058.03,7441.09,4459
"11888","PARPBP",63.91,50.18,34.82,30,45.84,16.65,15.69,28.04,41.63,46.11,41.25,36.79
"11889","PARS2",85,49,55,75,22,18,63,52,77,79,59,59
"11890","PARVA",1.1,0,5.99,8.72,4.01,5.35,4.02,0,32.96,6.23,3,10
"11891","PARVB",1541.62,473.06,633.05,862.72,479.08,469.79,891.45,1448.56,862.42,933.49,1109.53,739.96
"11892","PARVG",5509,5628,4501,5082,3554,3562,5959,3996,4469,7879,6702,6938
"11893","PASD1",0,0,0,0,0,0,0,0,0,0,0,0
"11894","PASK",105,179,133,709,191,84,455,119,1085,448,584,461
"11895","PATE1",0,0,0,0,0,0,0,0,0,0,0,0
"11896","PATE2",0,0,1.02,0,0,0,0,0,0,0,0,0
"11897","PATE3",0,0,0,0,0,0,0,0,0,0,0,0
"11898","PATE4",5.46,1.01,4.56,0,0,1,0,1.18,0,0.84,8,4.26
"11899","PATJ",110.88,150.49,58.89,327.78,200.47,118.62,164.97,70.53,531.28,231.71,112.67,269.99
"11900","PATL1",2837,1747,2824,1140,2376,2602,938,1182,2321,2353,1476,1711
"11901","PATL2",668,230,1014,406,433,599,348,477,648,434,412,676
"11902","PATZ1",541,363,400,830,384,211,780,406,1019,692,555,770
"11903","PAWR",54.19,25.24,38.48,104.72,83.18,54.41,46.85,16.87,173.94,76.43,38.98,94.1
"11904","PAX1",0,0,0,0,0,0,0,0,0,0,0,0
"11905","PAX2",1,2,0,1,0,0,0,0,0,3,0,0
"11906","PAX3",0,5,9,0,0,1,0,0,0,0,6,0
"11907","PAX4",0,0,0,0,0,0,0,0,0,0,0,0
"11908","PAX5",133,11,31,204,265.04,204,209.02,27,1425.03,273,186,448.01
"11909","PAX6",0,0,0,0,0,1.25,0,0,0,0,0,0
"11910","PAX7",0,0,0,0,0,0,0,0,0,0,0,0
"11911","PAX8",27,13,3,19,1,17,57,18,56,2,98,6
"11912","PAX9",1.63,0,3,0,1,0,0,0,4.79,2,0,0
"11913","PAXBP1",863,573,667,665,723,531,473,420,1163,713,387,844
"11914","PAXIP1",270,129,156,162,185,154,92,66,229,200,84,199
"11915","PAXX",286,309,471,580,148,87,783,720,365,463,1178,505
"11916","PBDC1",625,411,502,603,318,132,773,608,679,668,513,589
"11917","PBK",27,50,21,4,13,7,6,5,2,7,5,2
"11918","PBLD",199.22,54,49.01,45,84.11,102.51,49.38,29.01,87.6,75.01,44.63,83.24
"11919","PBOV1",0,1.03,1,0,2.4,4.02,1.02,0.45,1.98,3.77,7.28,1.93
"11920","PBRM1",1123,652,685,682,1203,1013,520,478,1199,948,386,842
"11921","PBX1",122,16,50,109,84,97,103,64,99,86,37,52
"11922","PBX2",10694,7071,6303,9344,12511,14322,6015,5451,9308,10750,6473,12363
"11923","PBX3",560,321,255,303,326,318,208,172,438,399,208,327
"11924","PBX4",32,41,27,64,16,19,54,28,63,42,74,44
"11925","PBXIP1",7268,5043,5064,13238,8297,4284,11721,7055,11077,9847,12709,11638
"11926","PC",85,31,27,34,32,13,64,36,56,37,42,65
"11927","PCARE",0,0,0,0,0,0,0,0,0,0,0,0
"11928","PCBD1",184,153,181,164,93,60,152,140,212,267,197,160
"11929","PCBD2",200.6,111.48,118.36,174.58,120,91.04,145.21,85.75,199.76,168.18,120.34,154.01
"11930","PCBP1",12359,9864,7134,10839,9720,7773,7320,7020,9589,12622,9496,12535
"11931","PCBP2",16490.33,10293.35,6850.77,13629.21,11217.8,10650.98,11166.28,8745.26,13371.69,15650.71,10976.22,18396.79
"11932","PCBP3",152,41,11,49,35,76,68,47,42,24,40,43
"11933","PCBP4",107,135,210,295,85,61,280,252,406,210,295,259
"11934","PCCA",132.92,62.75,86.99,97.45,71.82,68.35,74.83,67.9,139.92,150.38,93.86,153.81
"11935","PCCB",449,212,281,270,235,195,244,315,379,350,304,360
"11936","PCDH1",16,4,24,38,9,4,8,11,23,23,5,2
"11937","PCDH10",0,0,0,0,0,0,0,0,0,0,0,0
"11938","PCDH11X",0,0,0,0,0,0,0,0,0,0,0,0
"11939","PCDH11Y",35.04,21.39,27.15,34.53,32.09,31.16,72.62,38.08,38.76,36.85,62.56,37.03
"11940","PCDH12",163,47,31,46,45,46,79,106,84,82,69,131
"11941","PCDH15",0,0,0,0,0,0,0,0,0,0,0,0
"11942","PCDH17",3,3,0,0,2,2,0,0,3,8,0,0
"11943","PCDH18",0,0,0,0,1,0,3,0,6,1,0,0
"11944","PCDH19",0,0,0,0,0,0,0,0,0,0,0,0
"11945","PCDH20",0,0,0,0,1,3,0,0,1,0,0,0
"11946","PCDH7",1,0,0,0,0,0,0,0,0,0,0,0
"11947","PCDH8",1,0,0,0,0,0,8,0,0,0,0,0
"11948","PCDH9",63.11,12.46,27.47,48.9,126.64,162.59,77.85,44.65,205.84,69.73,55.56,129.33
"11949","PCDHA1",0,0,0,0,0,0,0,0,0,0,0,0
"11950","PCDHA10",3.03,1.25,1.1,0,2.03,2.06,1,2.67,3.09,3.13,0,1.21
"11951","PCDHA11",0,0,0,0,0,0,0,0,0,0,0,0
"11952","PCDHA12",0,0,0,0,0,0,0,0,0,0,0,0
"11953","PCDHA13",0,0,0,0,0,0,0,0,0,0,0,0
"11954","PCDHA2",0,0,0,0,0,0,0,0,0,0,0,0
"11955","PCDHA3",0,0,0,0,0,0,0,0,0,0,0,0
"11956","PCDHA4",157.4,82.31,118.98,89.09,157.63,197.27,85.16,102.52,139.97,100.41,78.15,162.06
"11957","PCDHA5",0,0,0,0,0,0,0,0,0,0,0,0
"11958","PCDHA6",0,0,0,0,0,0,0,0,0,0,0,0
"11959","PCDHA7",0,0,0,0,0,0,0,0,0,0,0,0
"11960","PCDHA8",0,0,0,0,0,0,0,0,0,0,0,0
"11961","PCDHA9",6.55,6.52,6.12,3.03,15.02,10.07,19.26,1.78,10.65,10.18,7.2,11.68
"11962","PCDHAC1",0,0,0,0,0,0,0,0,0,0,0,0
"11963","PCDHAC2",0,0,0,0,0,0,0,0,0,0,0,0
"11964","PCDHB1",17.58,8.06,11.39,7.02,11.18,10.42,25.81,19.27,6.65,2.1,16.67,7.25
"11965","PCDHB10",0,0,0,0,0,0,0,0,0,0,0,0
"11966","PCDHB11",0,0,3,0,0,0,0,0,1.99,1.05,3.92,2
"11967","PCDHB12",0,0,0,0,0,0,0,0,0,0,0,0
"11968","PCDHB13",0.92,1.01,2.28,2.68,0,0,0,2,0.98,0,1.02,2.5
"11969","PCDHB14",0,0,0,1,0,0,3,0,2,0,0,0
"11970","PCDHB15",1,0,0,1,0,1,0,0,2,0,0,0
"11971","PCDHB16",4.41,0,1.47,1.01,2,0,0,0,0,0,0,1
"11972","PCDHB2",5.74,3.81,0,6.21,6,8.3,14.13,6.35,4,10.91,1.52,4.09
"11973","PCDHB3",0,0,0,0,0,0,0,0,0,0,0,0
"11974","PCDHB4",0,0,0,0,0,0,0,0,0,0,0,0
"11975","PCDHB5",0,0,0,0,1,0,0,0,0,0,0,0
"11976","PCDHB6",0,0,0,0,0,0,0,0,0,0,0,0
"11977","PCDHB7",0,0,0,2,0,0,0,0,0,0,0,0
"11978","PCDHB8",0,0,0,0,0,0,0,0,0,0,0,0
"11979","PCDHB9",6.8,7.11,3.74,5.39,4.3,4.55,2.43,5.24,8.13,6.63,3.95,15.56
"11980","PCDHGA1",0,0,0,0,1.9,1,0,0,0,0,0,0
"11981","PCDHGA10",2,1.94,5.86,1.95,13.42,15.38,1.98,1.96,3.9,3.85,0,0
"11982","PCDHGA11",0,1,0,1.89,3,3,3,1,0,2,0,1
"11983","PCDHGA12",0,0,0,0,0,1,0,0,3.72,0,0,3.71
"11984","PCDHGA2",1,0,0,0,0,1.8,0,1,0,0,0,0
"11985","PCDHGA3",0,0,0,0,1,0,0,0,1,0,0,0
"11986","PCDHGA4",0,0,1.89,0,0,0,0,0,0,0,0,0
"11987","PCDHGA5",0,0,3.92,1.96,1,0,0,0,0,3,0,0
"11988","PCDHGA6",3,3,1,0,1,4,0,0,1,6,0,0
"11989","PCDHGA7",0,0,2,0,0,0,0,0,1.9,0,0,2
"11990","PCDHGA8",0,0,0,0,1.66,0,1.7,0,0,0,0,0
"11991","PCDHGA9",0,0,1.96,0,0,0,0,3.93,1.96,0,0,0
"11992","PCDHGB1",0,0,0,0,1.02,0,0,0,0,0,0,0
"11993","PCDHGB2",0,0,3,0,2,0,0,0,2,0,0,0
"11994","PCDHGB3",0,0,1,2,5,4,0,0,0,2,0,0
"11995","PCDHGB4",0,0,2,0,2,1,0,0,7.5,2,0,0
"11996","PCDHGB5",1.97,0,1,0,0,1,2,0,4.92,3.88,0,0
"11997","PCDHGB6",5.87,3.89,5.88,5.89,0,1,0,0,0,4.88,0,2
"11998","PCDHGB7",0,0,0,0,0,0,0,1.9,0,4.62,3.81,2
"11999","PCDHGC3",11.16,2.18,17.5,9.31,0,1.82,6.32,9.21,19.1,18.77,1.19,15.29
"12000","PCDHGC4",0,0,0,0,0,0,0,0,0,0,0,0
"12001","PCDHGC5",0,0,0,0,0,0,0,0,0,0,0,0
"12002","PCED1A",823,600,1068,1373,425,427,1696,1054,1616,1265,1611,1501
"12003","PCED1B",307.21,382.53,297.27,995.62,331.12,89.03,1428.69,372.31,1593.43,547.54,715.31,557.65
"12004","PCF11",3400.95,2023.96,2056.01,2000.76,3835.44,4276.4,844.62,1059.67,3429.3,3026.67,1259.34,2913.23
"12005","PCGF1",414,260,284,307,184,127,327,197,267,354,311,300
"12006","PCGF2",6.39,2.4,4.78,1.19,0,3.6,0,0,0,4.52,3.3,2.4
"12007","PCGF3",1045,1241,1242,1286.11,1346,1195,707.04,1142,1251,1207,905,1411
"12008","PCGF5",1769.32,1179.67,1571.04,1461.4,2151.55,1303.15,627.76,773.11,3014.05,2364.59,915.32,1229.55
"12009","PCGF6",157,116,88,125,105,66,65,48,155,102,80,123
"12010","PCID2",757,593,789,841,485,383,519,439,1102,812,497,785
"12011","PCIF1",1672,1223,990,1257,793,770,1288,1329,1457,1598,2114,1412
"12012","PCK1",1,0,0,0,0,1,0,0,0,0,0,0
"12013","PCK2",667,490,495,398,233,185,553,569,667,693,883,523
"12014","PCLAF",344.78,378.79,131.82,78.16,171.47,93.88,56.23,116.26,63.99,75.78,84.46,67.07
"12015","PCLO",0,0,0,0,0,0,0,0,0,0,1,1
"12016","PCM1",2189.84,1351,1438.51,1666.5,2317.07,2101.69,1061.03,890.37,3271.13,1924.18,904.43,2059.44
"12017","PCMT1",3485,3367,2771,2109,1820,1616,1554,2933,2156,3003,2515,2143
"12018","PCMTD1",2394,2133,1808,1985,2740,3440.01,908,1121,2535,2630,1274,2462
"12019","PCMTD2",1229,1108,666,1615,1559,1631,762,496,2043,1330,582,1467
"12020","PCNA",1309,1219,837,938,676,319,629,605,1058,827,646,724
"12021","PCNP",2897,1974,2109,2726,2306,2167,1270,1377,3407,3079,1320,2676
"12022","PCNT",506,285,387,554,294,229,509,419,636,460,324,474
"12023","PCNX1",6270,3963,4094,2684,6057,6676,1713,3471,3367,3940,2439,3629
"12024","PCNX2",112.96,53,98.33,168.03,130.26,78.6,97.27,63.98,351.45,81.78,93.5,203.51
"12025","PCNX3",921,568,730,746,413,400,1067,1098,922,889,1844,1043
"12026","PCNX4",937.37,435.63,568.92,663.77,1012.72,943.98,281.92,341.43,957.02,703.98,324.71,796.15
"12027","PCOLCE",38,45,46,61,16,10,86,55,24,39,70,64
"12028","PCOLCE2",98,34,21,11,13,32,0,84,1,10,8,5
"12029","PCOTH",1,1.2,0.54,2.69,0,1,4,2,7.52,4,2.38,1.75
"12030","PCP2",14.01,20.01,28.06,21.01,9,11.02,36.05,38.02,26,23.02,61.26,20
"12031","PCP4",0,0,0,0,0,0,0,0,0,0,0,0
"12032","PCP4L1",11,0,3,0,7,18,2,0,4,2,5,2
"12033","PCSK1",0,0,0,0,0,1,1,0,0,1,0,1
"12034","PCSK1N",0,1,1,2,1,0,3,2,2,0,4,2
"12035","PCSK2",0,0,0,0,0,0,0,0,0,0,0,0
"12036","PCSK4",0,0,2,16,0,1,8,3,0,6,21,10
"12037","PCSK5",267.47,187.18,189.42,175.81,300.57,383.06,139.94,88.26,238.78,310.75,141.39,320.82
"12038","PCSK6",950,202,175,198,267,291,285,230,245,332,75,123.22
"12039","PCSK7",1225.78,1092.9,1566.84,2045.45,1190.91,799.73,1081.15,1065.27,2373.47,1576.41,1137.21,2016.64
"12040","PCSK9",13,19,26,0,0,5,0,5,0,1,1,0
"12041","PCTP",1825,1403,717,1155,1215,1070,774,984,729,1625,835,1045
"12042","PCYOX1",467.68,238.98,224.72,337.31,351.93,238.66,196.99,177.84,527.76,299.68,141.57,379.25
"12043","PCYOX1L",642,236,230,381,263,179,501,285,587,450,433,492
"12044","PCYT1A",3289.95,2559.94,1457.5,2323.95,2141.46,2721.73,1990.42,2956.53,2556.57,3002.56,1853.16,2409.63
"12045","PCYT1B",156.14,61.19,68.11,20.65,100.6,34.25,87.17,86.14,77.24,68.03,31.85,22.85
"12046","PCYT2",326,273,284,409,146,111,456,451,548.16,475,535,416
"12047","PDAP1",2095.6,1840.12,1795.89,2167.1,1296.67,1058.05,2118.77,2155.91,2098.51,2324.16,2552.73,2238.31
"12048","PDC",0,1,0,0,0,1,0,0,0,0,0,0
"12049","PDCD1",28,59,101,44,23,15,38,59,68,59,84,57
"12050","PDCD10",2292,1897,1503,1810,1526,1257,1087.03,1785,1929,2589,1736.03,1724
"12051","PDCD11",629,326,400,564,354,268,547,414,897,596,461,663
"12052","PDCD1LG2",109,51,85,10,21,7,14,100,88,314,157,14
"12053","PDCD2",1239,878,944,1291,853,556,1063,926,1479,1442,1030,1426
"12054","PDCD2L",44,38,65,82,42,9,59,43,115,56,70,79
"12055","PDCD4",3707.28,2324.75,2252.51,5004.87,3481.62,2484.68,3006.51,2258.29,5742.51,4265.71,2591.75,4892.38
"12056","PDCD5",459,328,277,394,196,108,480,382,373,358,419,402
"12057","PDCD6",2125,1869,1544,2192,1371,1216,1881,1869,2015,2495,1943,2112
"12058","PDCD6IP",3629,2708,2563,2193,2913,3498,1698,1844,3623,3350,1948,3206
"12059","PDCD7",583.03,387.17,377.46,541.88,313.01,188.82,275.04,200.25,647.88,506.77,265.61,505.34
"12060","PDCL",431.51,297.18,252.24,329.3,324.07,166.34,263.21,221.45,426.98,409.63,213.18,312.7
"12061","PDCL2",0,0,0,0,0,0,0,0,0,0,0,0
"12062","PDCL3",540,333,316,451,294,154,489,294,563,549,399,439
"12063","PDE10A",0,0,0,0,0,0,0,0,0,0,0,0
"12064","PDE11A",2.12,1,0.89,1.06,1.89,2.5,2.31,7.05,1.02,2.01,4,3.92
"12065","PDE12",521.4,313.22,388.06,476.57,369.13,244.04,339.92,325.03,605.47,523.71,336.91,491.01
"12066","PDE1A",0,0,0,2,0,0,0,0,1,0,0,1
"12067","PDE1B",475.04,337,252.6,163,127.68,181,303.43,407.83,260.7,263,526.28,207.38
"12068","PDE1C",2,2,0,0,2.17,6.18,0,1.94,1,2,2,1
"12069","PDE2A",298,28,30,47,75,53,40,54,53,28,72,21
"12070","PDE3A",46.72,11.97,29.24,26.28,21.78,12.73,23.13,35,22.48,30.16,15.16,14.06
"12071","PDE3B",1101.28,978.39,385.89,1280.37,2112.26,1753.23,506.5,364.53,1979.7,1260.68,372.12,1425.14
"12072","PDE4A",430,212,385,222,154,135,274,272,282,414,273,256
"12073","PDE4B",2310,1485,1019,2054,3550,3694,1203,1245,3600,3092,2033,3047
"12074","PDE4C",40.33,28.6,36.46,19.18,27.62,35.22,41.13,41.52,33.93,34.66,30.19,43.15
"12075","PDE4D",368.14,347,299,411,445,358,259,185,553.34,283,122,301
"12076","PDE4DIP",485,290,418,684,724,470,402,297,1226,577,220,995
"12077","PDE5A",526,183,212,188,307,298,212,198,349,257,105,107
"12078","PDE6A",40.46,28.06,33.58,28.76,53.9,65.87,50.83,63.67,38.85,34.29,35.49,36.66
"12079","PDE6B",94.79,62.17,68.01,148.09,68.62,36.17,148.27,88.32,219.79,121.74,155.95,113.57
"12080","PDE6C",0,0,2,3,2,1,9,7,4,0,4,2
"12081","PDE6D",870,591,653,556,383,296,618,620,597,696,654,612
"12082","PDE6G",82,40,62,100,16,17,87,67,66,77,98,64
"12083","PDE6H",16,21,2,3,3,13,2,3,6,8,12,3
"12084","PDE7A",2385.98,1544.01,1739.72,2845.31,2187.03,2157.18,1673.85,1373.63,3815.25,1798.13,1561.24,2539.09
"12085","PDE7B",11,5.02,8.01,12.17,20.03,3,11.51,7.04,32.1,33.14,13.36,16.06
"12086","PDE8A",378,149,228,270,265,172,154,92,413,329,148,287
"12087","PDE8B",18,7,13,27,0,10,12,11,56,22,19,26
"12088","PDE9A",28.02,8,36.02,87.99,22,6,74.21,2,136.05,16.01,71.54,56.11
"12089","PDF",33.22,0,0,11.46,0,0,30.96,209.57,52.51,14.99,118.44,0
"12090","PDGFA",74,18,19,30,13,16,70,74,20,49,44.01,15
"12091","PDGFB",70,38,69,137,26,13,82,52,131,61,48,115
"12092","PDGFC",235,154,54,67,128,97.04,177,329,114,280,59,155
"12093","PDGFD",140,80,200,165,87,57,24,94,164,157,22,104
"12094","PDGFRA",27,5,8,12,18,20,17,14,14,18,0,5
"12095","PDGFRB",63,51,215,50,42,19,22,80,67,123,35,26
"12096","PDGFRL",3,0,1,0,0,2,0,0,0,0,0,1
"12097","PDHA1",1321.37,701.94,815.87,889.72,645.9,434.27,1049.64,777.95,1192.93,1081.81,825.97,1046.77
"12098","PDHA2",0,0,0,0,0,0,0,0,0,0,0,0
"12099","PDHB",1390,1319,1022,1268,990,615,788,1013,1506,1488,1122,1493
"12100","PDHX",294,217.01,330,193,250,134,125,125,328,269,146,211.03
"12101","PDIA2",0,0,0,0,0,0,0,0,0,0,0,1
"12102","PDIA3",5858.65,3535.85,5467.69,4850.61,3648.9,2651.92,4029.74,4264.77,6352.13,7630.6,4094.55,6014.96
"12103","PDIA4",1601,715,1909,1097,1186,513,947,876,1543,1650,1137,1708
"12104","PDIA5",177,84,132,116,109,41,124,60,104,151,59,109
"12105","PDIA6",3616.81,1984.93,3575.18,2399.81,2426.27,1616.53,1866.25,1984.57,3089.79,3955.17,1753.53,3116.52
"12106","PDIK1L",245,167,156,216,184,68,154,115,358,249,97,182
"12107","PDILT",0,0,0,0,0,0,0,0,0,0,0,0
"12108","PDK1",885.5,590.51,417.95,715.4,660.85,714.73,522.09,422.48,1054.37,745.69,400.26,735.33
"12109","PDK2",331.01,185.95,226.15,262.12,181.76,80.48,387.38,215.72,544.43,304.83,485.22,313.45
"12110","PDK3",2905.78,1956.53,1586.47,1812.75,2074.75,2130.97,1439.9,1819.93,1819.51,2160.99,1336.45,1963.82
"12111","PDK4",2015,824,802,403,3271,2189,377,293,1075,1657,282,82
"12112","PDLIM1",1236,481,1365,1134,843,403,1375,906,996,1383,712,694
"12113","PDLIM2",811,932,772.01,1008.01,561.04,564.02,1359.09,879,873,1338,2256.9,1340.61
"12114","PDLIM3",0,0,0,0,0,0,0,0,0,0,0,0
"12115","PDLIM4",0,0,0,1,0,1,3,0,0,0,0,0
"12116","PDLIM5",1225.77,839.51,729.75,609.9,991.31,719.55,444.08,575.3,781.95,1092.58,610.68,695.96
"12117","PDLIM7",2284,2102,1698,2421,1227,1403,3280,3692,1718,2699,7757.04,2636
"12118","PDP1",1072,630,583,596,759,486,435,475,997,1044,544,782
"12119","PDP2",153.54,95.24,159.96,143.2,116.08,71.37,77.62,102.66,181.14,93.72,55.89,124.1
"12120","PDPK1",2425,1197,1208,1353,2876,2514,486,472,1919,2014,708,1786
"12121","PDPN",0,0,0,1,0,1.95,0,0,0,0,0,0
"12122","PDPR",2126.6,1082,1025.74,902.01,653.23,1010.36,587.95,825.18,1471.36,1458.03,901.67,1503.15
"12123","PDRG1",515,419,400,672,260.99,124,593.99,548,496.99,551,512,446
"12124","PDS5A",1818,1073,1178,1417,1787,1387,754,622,2537,1600,770,1498
"12125","PDS5B",1160,830,705,892,1067,1000,523,574,1183,1151,574,981
"12126","PDSS1",125.25,186.35,154.25,75.12,108.21,142.19,51.33,67,99.11,102.35,88.1,146.2
"12127","PDSS2",251,165.26,177.71,173.99,193.22,121.57,127.27,136.8,223.62,204.12,132.95,171.04
"12128","PDX1",0,0,0,0,0,0,0,0,0,0,0,0
"12129","PDXDC1",1201.79,625.4,849.63,757.44,966.76,612.81,418.37,287.58,1135.2,1013.23,305.17,953.7
"12130","PDXK",2734.8,1891.04,1913.72,1349.67,1354.27,1234.23,2052.43,2148.19,1455.27,2294.44,3127.4,2228.55
"12131","PDXP",234,159,224,248,129,88,212,112,240,235,150,262
"12132","PDYN",6,1,2,0,1,0,0,2,0,0,4,1
"12133","PDZD11",366,240,312,295,199,112,253,345,395,372,289,289
"12134","PDZD2",6,0,17,9,18,14,17,3,35,9,9,17
"12135","PDZD3",9.14,9.34,1,23.23,7.53,7.08,9.23,5,7.09,12.18,6.19,13.33
"12136","PDZD4",488,184,571,939,179,76,652,794,449,479,571,672
"12137","PDZD7",4.03,3,1,2.02,2.02,5.99,5.02,3,7.01,5,13,11.99
"12138","PDZD8",2040.18,1209.74,771.51,955.5,1298.99,1837.32,524.06,541.04,1087.35,1348.23,483.72,1364.36
"12139","PDZD9",0,1,2,10,5,3,7,4,4,3,2,10
"12140","PDZK1",12,5,18,8,6,9,10,13,13,11,9,16
"12141","PDZK1IP1",1108,43,488,681,231,230,815,481,827,275,591,127
"12142","PDZRN3",0,0,0,0,0,0,0,0,0,1,0,0
"12143","PDZRN4",0,0,0,0,0,0,0,0,0,0,0,0
"12144","PEA15",3745,1240,1794,1718,1496,1273,2117,1093,2548,4051,1718,2658
"12145","PEAK1",470.13,195.04,308.8,149.33,310.1,407.18,149.38,83.86,319,226.61,101.32,231.8
"12146","PEAK3",300.9,280.47,300.61,266.52,158.05,200.78,337.22,789.06,210.33,473.51,710.65,296.25
"12147","PEAR1",199,85,252,113,178,160,142,146,114,186,54,92
"12148","PEBP1",1019,745,698,2262,753,388,1997,1108.06,3177,1144,1341,1822
"12149","PEBP4",0,0,2,2,0,1,3,0,6,3,1,1
"12150","PECAM1",32442.47,17405.48,8275.18,14689.24,21718.64,18225.27,16061.79,11432.11,14344.47,21508.92,13103.04,19531.56
"12151","PECR",389,597.72,264.82,220,192.28,161.03,131,398.11,297,279,285.18,218
"12152","PEF1",2487,1708,1954,2023,992,844,2319,3246,1982,2439,2870,1808
"12153","PEG10",26,2,11,20,6,17,16,6,56,26,5,54
"12154","PEG3",2,0,0,0,1,0,0,0,1,1,0,0
"12155","PELATON",2395.81,3898.93,1226.73,1927.81,2288,2431.93,3382,6671.08,1942,4814.96,7070.98,3018
"12156","PELI1",5362,2602,2662,3245,7827,12207,1099,1403,3649,4290,1217,4189
"12157","PELI2",2931,1618,1468,1753,2504,2906,890,1207,1434,2337,1267,2143
"12158","PELI3",173,136,163,176,94,76,252,147,166,270,312,132
"12159","PELO",606.54,664.85,436.66,747.43,337.46,256.55,586.84,1076.8,528.31,912.32,1018.91,494.94
"12160","PELP1",440.39,216.86,309.16,540.49,169.05,126.31,853.92,629.17,606.17,446.27,763.87,474.65
"12161","PEMT",72,43,67,68,36,16,92,87,82,84,163,101
"12162","PENK",3,8,4,0,0,3,2,2,1,1,9,0
"12163","PEPD",551,359,586,551,280,211,423,419,641,753,822,629
"12164","PER1",357,310,478,303,305,1801,480,321,400,332,415,669
"12165","PER2",223.19,172.87,201.55,155.32,138.27,141.1,163.36,157.14,189.98,234.57,114.91,197.7
"12166","PER3",76,28,65,114,71,19,60,41,167,43,22,48
"12167","PERCC1",0,0,0,0,0,0,0,0,2,0,0,2
"12168","PERM1",0,0,0,0,0,0,0,0,0,0,1.33,0
"12169","PERP",38,55,79,95,49,13,28,55,83,46,31,88
"12170","PES1",828,566,628,883,400,282,1375,1007,1223,1072,1545,1108
"12171","PET100",1602.99,1730.99,1118.94,1687.99,910,461.98,2266.95,1537.98,1055,1327.98,1497.74,1481
"12172","PET117",174.63,108.17,140.74,193,92.88,36.4,209.65,142.15,220.1,142.95,162.5,161.68
"12173","PEX1",392,317,317,366,418,338,159,180,690,411,159,413
"12174","PEX10",106.48,58.45,48.11,76.07,50.32,24.99,89.85,61.28,135.49,117.62,179.66,92.07
